entity_id,Name,Address,Latitude,Longitude,Rating,Reviews,phone_number,Parking availability,Desciption,Peak hours,Links,Documents required,Dress code,Category,sub_category,sub_sub_category,region,Image_url
59,Geetha Park Circle - Tirumala,"Tirumala-Tirupati Rd, Garudadri Nagar, Tirumala, Tirupati , Andhra Pradesh 517504",13.6735864,79.351307,4.9,20,,,,,,,,place to visit,outdoor,park,"tirupati,tirumala",https://drive.google.com/file/d/1SHSOjQsLmPYejMl27YFJlHccBHXhxNNY/view?usp=sharing
60,Padmavathi Temple Garden,"Tiruchanur, Andhra Pradesh 517503",13.6064875,79.4500781,4.7,42000,,,,,,,,place to visit,outdoor,park,"tirupati,tirumala",https://drive.google.com/file/d/1r3hNRMxekRnoQ4yBEpG-ycgp0oLPTGy_/view?usp=sharing
61,జింకల పార్క్,"Tirumala Down Rd, Anjanadri, Tirupati, Andhra Pradesh 517507",13.6601211,79.3840139,4.5,31,,,,,,,,place to visit,outdoor,park,"tirupati,tirumala",https://drive.google.com/file/d/1K-uyUQyuKkhCXrIf9u0KINA70DceJvSV/view?usp=sharing
62,Kapila Theertham,"Sri Kapileswara Swamy Temple Rd, Tirupati, Andhra Pradesh 517507",13.6564184,79.4209952,4.6,6300,,,Waterfalls bisect the rock face at this charming natural attraction with a platform for viewing.,,,,,Place to visit,Outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/1izK9GID5haWvrKrs9MeKi0_hjG-cRRVy/view?usp=sharing
63,Jungle Book Water Falls,"Tirumala Down Rd, Anjanadri, Tirupati, Andhra Pradesh 517507",13.6536648,79.417866,4.6,1815,,,Tourist attraction with nature trails and waterfall. Wheelchair accessible entrance. On-site services available.,,,,,Place to visit,Outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/1OnzQ0F0L6BgJHqQp_XqrfouXSjMBaRXy/view?usp=sharing
64,Malwadigundam Water Falls,"Tirumala Down Rd, Anjanadri, Tirupati, Andhra Pradesh 517507",13.6568677,79.4177728,4.5,386,,,Beautiful waterfall visible only during rainy season. Small waterfall with many steps to climb. Popular among nature lovers.,,,,,Place to visit,Outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/100i85wyo1BQooqw08ut23F2jX6Fnh4-v/view?usp=sharing
65,Water Falls View Point,"Tirumala Down Rd, Tirupati, Andhra Pradesh 517507",13.6567165,79.4177484,4.7,189,,,Vista point with scenic views of Kapila Theertham waterfalls. Beautiful in rainy season with seasonal water flows. Excellent photography location.,,,,,Place to visit,Outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/1NFDGJQuJ3j-P4C9znFL6vscc3D0D5b2E/view?usp=sharing
66,Talakona Waterfalls,"Chittoor District, Tirupathi, Andhra Pradesh 516101",13.8115525,79.2158779,4.5,12376,,,Picturesque waterfall with an observation area at the bottom & a steep climb to the top.,,,,,Place to visit,Outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/1_xGHxJAS8uUtiS6IJpBKvVufd9NLLYip/view?usp=sharing
67,Sri Venkateswara Zoological Park,"PO, Pudipatla, SV Zoo Rd, Tirupati, Andhra Pradesh 517505",13.6248524,79.3646486,4.2,"16,237",,"Free parking lot available,Paid parking lot available","Big zoo featuring an array of exotic animals, including white tigers, plus a lion safari",3:00PM -4:00PM,https://tirupatizoo.com/,,,place to visit,outdoor,zoo,"tirupati,tirumala",https://drive.google.com/file/d/1ajM3oyOoInUSjJEY3-OyZDnAbOlCFR-O/view?usp=sharing
68,Di Table9 Restaurant,"Road, opp. Nayara Petrol Pump, beside D Mart, Bank Employees Colony, Mangalam, Tirupati, Andhra Pradesh 517507",13.6473827,79.4437735,4.6,1400,8772280999,YES,"Di Table9 Restaurant is a highly-rated dining spot on Mangalam Road known for its cozy, hip atmosphere and a diverse menu that includes vegetarian options and breakfast.",8:00 PM – 10:00 PM,,,,Food,Restaurant,Veg/Non-Veg,"tirupati,tirumala",
69,Di Table 9 Multicuisine Family Restaurant,"opp. Pedda Gangamma temple, beside PGR theatre, TP area, Tirupati, Andhra Pradesh 517501",13.6291072,79.4248136,3.9,3400,8772280999,YES,"An upscale casual dining eatery in the heart of the city, famous for its variety of Biryanis and large selection of starters. Features a modern interior with ""dark theme"" decor.",1:30 PM – 3:30 PM,,,,Food,Restaurant,Veg/Non-Veg,"tirupati,tirumala",
70,Di Table 9 Family Restaurant,"KT Rd, opp. Karur Vysya Bank, Srinivasa Nagar, Varadaraj Nagar, Tirupati, Andhra Pradesh 517507",13.6331,79.4192,4,2100,8179379988,YES,"Di Table 9 Family RestaurantClick to open side panel for more information is a popular multi-cuisine spot on KT Road in Tirupati, renowned for its dark-themed ambiance and signature dishes like the Joint Biryani.",8:00 PM – 10:00 PM,,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
71,Chillies Restaurant (Air Bypass Road),"House No 19, 8-182/A, Air Bypass Rd, Dasarimatam, STV Nagar, Tirupati - 517501",13.6197,79.4181,4.3,"24,000",,,A budget-friendly family spot famous for its unique chicken fry with cheese cream.,12:00 PM – 11:00 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
72,Chillies Restaurant (KT Road),"Door No 6/1/70/B, Near Annarao Circle, KT Road, Tirupati - 517507",13.6402,79.4234,3.9,"2,600",,,A popular local branch known for authentic South Indian flavors and quick service.,11:30 AM – 10:30 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
73,Pulse Restaurant,"Door No 19/4/123B, Near Royalaseema College, Stv Nagar, Bairagi Patteda, Tirupati - 517501",13.621,79.4191,4.1,"12,000",8500499944,,A modern quick-bite outlet offering a variety of multi-cuisine and Mughlai dishes.,10:30 AM – 10:30 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
74,Robo Diner,"Opposite OLA, Air Bypass Road, Tirupati - 517501",13.6214,79.4215,4.3,"6,000",8142943456,,A futuristic fine-dining experience featuring robots that serve food to your table.,11:30 AM – 11:30 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
75,Chef's Pot,"19-3-13/F5, Renigunta Rd, Tirupati - 517501",13.6291,79.4312,4.2,"1,200",,,A popular local eatery known for flavorful biryanis and satisfying non-veg combo meals.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
76,Subbayya Gari Hotel,"Near Ramanuja Circle, Air Bypass Rd, Tirupati - 517501",13.6225,79.4241,4,"7,500",9100063363,,"Iconic Andhra restaurant famous for its massive and authentic ""Butta Bhojanam"" veg thali.",12:30 PM – 3:30 PM,,,,Food,Restaurant,Veg,"tirupati,tirumala",
77,The Peach Door,"19-8-1/E, Air Bypass Rd, Tirupati - 517501",13.6231,79.4255,4.4,"1,800",9030022216,,An upscale restaurant offering a cozy ambiance with a wide range of global cuisines.,7:00 PM – 10:00 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
78,Tabun,"19-3-13/M, Renigunta Rd, STV Nagar, Tirupati - 517501",13.6295,79.432,4.3,"4,200",7331122112,,"Specialized in Middle Eastern flavors, notably their Mandi and authentic Arabian platters.",1:00 PM – 10:00 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
79,Fire & Feast,"Opp. Bliss Hotel, Renigunta Rd, Tirupati - 517501",13.6268,79.4324,4.2,"2,500",8341414183,,"A vibrant dining spot known for sizzlers, grills, and a lively atmosphere.",,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
80,PS4 Restaurant,"Near Ramanuja Circle, Renigunta Rd, Tirupati - 517501",13.6228,79.4239,3.8,"4,100",,,A traditional South Indian restaurant serving reliable vegetarian meals and snacks.,,Link,,,Food,Restaurant,Veg,"tirupati,tirumala",
81,Starbucks,"Ground Floor, Marasa Sarovar Premiere, Tirupati - 517507",13.6508,79.4332,4.4,500,,,The world-renowned coffee chain offering premium brews and signature snacks.,4:00 PM – 8:00 PM,Link,,,Food,Cafe,Veg,"tirupati,tirumala",
82,McDonald's,"MGB Felicity Mall, AIR Bypass Road, Tirupati - 517501",13.6195,79.4185,4.1,"3,400",,,"Popular global fast-food chain serving consistent burgers, fries, and soft serves.",12:00 PM – 9:00 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
83,KFC (AIR Bypass Road),"Ground Floor, AIR Bypass Road, Tirupati - 517501",13.6196,79.4184,4,"5,500",,,Famous global chain known for its signature fried chicken and crispy buckets.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
84,KFC (KT Road),"Near PGR Theatre, KT Road, Tirupati - 517501",13.6426,79.4191,3.9,"2,200",,,A second branch of the famous chicken chain catering to the busy town area.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
85,Cafe Coffee Day,"Near Alipiri Toll Gate, Tirupati - 517507",13.6521,79.4068,4,"3,000",,,A relaxed coffee spot ideal for travelers heading towards the Tirumala hills.,,Link,,,Food,Cafe,Veg,"tirupati,tirumala",
86,Barbeque Nation,"3rd Floor, Marasa Sarovar Premiere, Tirupati - 517507",13.6508,79.4332,4.5,"4,500",8069028751,,Famous buffet chain offering live table grills and a massive selection of desserts.,12:30 PM - 7:30 PM,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
87,Minerva Grand,"Renigunta Rd, Near Ramanuja Circle, Tirupati - 517501",13.6264,79.4318,4.2,"6,800",8772286789,Yes,A premium business hotel restaurant known for sophisticated dining and quality meals.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
88,Jalpan,"1st Floor, Opp. Bliss Hotel, Renigunta Rd, Tirupati - 517501",13.6269,79.4323,4.1,"3,200",8772237223,,A fine-dining vegetarian restaurant specializing in North Indian and Rajasthani flavors.,,Link,,,Food,Restaurant,Veg,"tirupati,tirumala",
89,Pai Viceroy,"18-1-5/6, Tirumala Bypass Rd, Tirupati - 517501",13.6429,79.4215,4.2,"8,200",8772235151,Yes,A well-established hotel restaurant offering high-quality vegetarian and non-veg meals.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
90,Chickpet Donne Biryani,"Opp. PGR Theatre, KT Road, Tirupati - 517507",13.642,79.4195,3.9,"1,100",,,Famous for serving traditional Karnataka-style Donne Biryani in eco-friendly leaf bowls.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
91,A2B (Adyar Ananda Bhavan),"Near Alipiri Bus Stand, Tirupati - 517501",13.6515,79.4082,4.1,"15,000",,,A premier vegetarian chain from Chennai famous for its sweets and South Indian snacks.,8:00 AM – 10:00 AM,Link,,,Food,Restaurant,Veg,"tirupati,tirumala",
92,Akshay Dum Biryani,"AIR Bypass Road, Near Ramanuja Circle, Tirupati - 517501",13.619,79.4245,4,"4,500",,,A local favorite for traditional Hyderabadi Dum Biryani and spicy Andhra starters.,,Link,,,Food,Restaurant,Non-Veg,"tirupati,tirumala",
93,Midhunam,"Bus Stand, 4-67, near Apsrtc, Tata Nagar, Tirupati - 517501",13.6295,79.4292,4.6,,,Yes,"A highly-rated pure vegetarian restaurant located conveniently near the main RTC bus stand, favored for traditional breakfast and Andhra tiffin items.",,,,,Food,Restaurant,Veg,"tirupati,tirumala",
94,Shrivari Paadaalu,"Tirumala, Tirupati, Tirupati , Andhra Pradesh 517504",13.6794843,79.3330866,,,,,"Compact temple set on a leafy hilltop, housing a relic of Lord Venkateswara's footprints.",,,,,place to visit,Temple,,"tirupati,tirumala",https://drive.google.com/file/d/1ZRqF1CQHaB-ysScM9b5Jjhiq2VnVqmd0/view?usp=sharing
95,Srivari mettu steps,"Srivari, mettu steps, Tirumala, Tirupati, Tirupati , Andhra Pradesh 517102",13.6649812,79.3388032,,,,,"The Srivari Mettu is a shorter, steeper, historic pedestrian path with around 2,400 steps (2.1 km) leading to Tirumala Temple from Srinivasa Mangapuram",,,,,place to visit,Temple,,"tirupati,tirumala",https://drive.google.com/file/d/1oK_PyXF7RbXSH0HizB3WvA1GOn84fa_C/view?usp=sharing
96,Anjanadri temple,"Tirumala Down Rd, Anjanadri, Tirupati, Andhra Pradesh 517507",13.6598605,79.3840071,,,,,"a significant Hindu site, believed by the TTD and scholars to be the actual birthplace of Lord Hanuman",,,,,place to visit,Temple,,"tirupati,tirumala",https://drive.google.com/file/d/1BwDR7vqrEUQZn9MKAXH_lJFml2YDoEJY/view?usp=sharing
97,Akashaganga,"Akasaganga, Tirupati, Tirupati , Andhra Pradesh 517504",13.7060713,79.3401857,,,,,"a sacred, natural waterfall near Tirumala, believed to originate from Lord Venkateswara's lotus feet",,,,,place to visit,outdoor,waterfalls,"tirupati,tirumala",https://drive.google.com/file/d/1bSm0AZoxAHUAooYJLAXxRsVCQTCpk57b/view?usp=sharing
98,Shri Japaali Anjaneyaswamy Temple,"Tirumala, Tirupati , Andhra Pradesh 517504",13.6964432,79.3365669,,,,,"a serene, ancient shrine dedicated to Lord Hanuman, nestled deep in the forests, known for its spiritual calm and connection to Ramayana lore where Hanuman meditated (Japa)",,,,,place to visit,Temple,,"tirupati,tirumala",https://drive.google.com/file/d/155wo64nhKjeA3zZl4Y9MJVZssR3_p6bY/view?usp=sharing
