entity_id,item_id,item_name,price,timing,item type,signature dish
68,360,Chicken Afghani With Bone,279,11:00 AM to 11:00 PM,menu,FALSE
68,361,Chicken Curry With Bone,279,11:00 AM to 11:00 PM,menu,FALSE
68,362,Chicken Hyderabadi With Bone,289,11:00 AM to 11:00 PM,menu,FALSE
68,363,Chicken Kolhapuri [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,364,Chicken Mughlai,279,11:00 AM to 11:00 PM,menu,FALSE
68,365,Chicken Navabi [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,366,Chicken Rajadhani [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,367,Chicken Rayalaseema Curry [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,368,Chicken Tikka Masala [Boneless],329,11:00 AM to 11:00 PM,menu,FALSE
68,369,Egg Masala,239,11:00 AM to 11:00 PM,menu,FALSE
68,370,Fish Masala [Boneless],329,11:00 AM to 11:00 PM,menu,FALSE
68,371,Gongora Chicken Curry With Bone,289,11:00 AM to 11:00 PM,menu,FALSE
68,372,Kadai Chicken With Bone,269,11:00 AM to 11:00 PM,menu,FALSE
68,373,Kadai Fish [Boneless],349,11:00 AM to 11:00 PM,menu,FALSE
68,374,Kadai Mutton [Bone],359,11:00 AM to 11:00 PM,menu,FALSE
68,375,Kadai Prawns Masala,399,11:00 AM to 11:00 PM,menu,FALSE
68,376,Kaju Chicken Curry [Boneless],319,11:00 AM to 11:00 PM,menu,FALSE
68,377,Methi Chicken Curry [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,378,Mutton Curry With Bone,399,11:00 AM to 11:00 PM,menu,FALSE
68,379,Mutton Keema Curry,399,11:00 AM to 11:00 PM,menu,FALSE
68,380,Mutton Keema Fry,399,11:00 AM to 11:00 PM,menu,FALSE
68,381,Mutton Masala [Boneless],359,11:00 AM to 11:00 PM,menu,FALSE
68,382,Mutton Rayalaseema Curry [Boneless],359,11:00 AM to 11:00 PM,menu,FALSE
68,383,Mutton Roganjosh [Bone],359,11:00 AM to 11:00 PM,menu,FALSE
68,384,Prawns Masala,399,11:00 AM to 11:00 PM,menu,FALSE
68,385,Punjabi Chicken With Bone,289,11:00 AM to 11:00 PM,menu,FALSE
68,386,Tomato Egg Curry,239,11:00 AM to 11:00 PM,menu,FALSE
68,387,Ginger Chicken Curry,309,11:00 AM to 11:00 PM,menu,FALSE
68,388,Ginger Prawns Curry,359,11:00 AM to 11:00 PM,menu,FALSE
68,389,Tandoori Chicken Masala,329,11:00 AM to 11:00 PM,menu,FALSE
68,390,Bucket Chicken Biryani [Serves 6-8],"1,499.00",11:00 AM to 11:00 PM,menu,FALSE
68,391,Chicken Family Pack Biryani [Serves 4],999,11:00 AM to 11:00 PM,menu,FALSE
68,392,Chicken Fry Piece Biryani [Family Pack],"1,149.00",11:00 AM to 11:00 PM,menu,FALSE
68,393,Mutton Fry Piece Biryani [Family Pack],"1,299.00",11:00 AM to 11:00 PM,menu,FALSE
68,394,Special Chicken Biryani [Family Pack],"1,199.00",11:00 AM to 11:00 PM,menu,FALSE
68,395,Special Mutton Biryani [Family Pack],"1,349.00",11:00 AM to 11:00 PM,menu,FALSE
68,396,Veg Biryani [Family Pack],799,11:00 AM to 11:00 PM,menu,FALSE
68,397,Bucket Mutton Biryani [Serves 6-8],"1,699.00",11:00 AM to 11:00 PM,menu,FALSE
68,398,Mutton Family Pack Biryani [Serves 4],"1,299.00",11:00 AM to 11:00 PM,menu,FALSE
68,399,Apricot Delight,199,11:00 AM to 11:00 PM,menu,FALSE
68,400,Black Current Ice Cream,139,11:00 AM to 11:00 PM,menu,FALSE
68,401,Butterscoth Ice Cream,149,11:00 AM to 11:00 PM,menu,FALSE
68,402,Chocolate Ice Cream,139,11:00 AM to 11:00 PM,menu,FALSE
68,403,Death By Chocolate,269,11:00 AM to 11:00 PM,menu,FALSE
68,404,Double Ka Meetha,199,11:00 AM to 11:00 PM,menu,FALSE
68,405,Fruit Salad,199,11:00 AM to 11:00 PM,menu,FALSE
68,406,Kaju Kiss Miss Ice Cream,149,11:00 AM to 11:00 PM,menu,FALSE
68,407,Love With Boat Ice Cream,269,11:00 AM to 11:00 PM,menu,FALSE
68,408,Mango Ice Cream,139,11:00 AM to 11:00 PM,menu,FALSE
68,409,Perfect Chemistry Ice Cream,269,11:00 AM to 11:00 PM,menu,FALSE
68,410,Pista Ice Cream,149,11:00 AM to 11:00 PM,menu,FALSE
68,411,Strawberry Ice Cream,139,11:00 AM to 11:00 PM,menu,FALSE
68,412,Vanilla Ice Cream,139,11:00 AM to 11:00 PM,menu,FALSE
68,413,Double Ka Meetha With Ice Cream,249,11:00 AM to 11:00 PM,menu,FALSE
68,414,Fruit Salad With Ice Cream,259,11:00 AM to 11:00 PM,menu,FALSE
68,415,T9 Special Ice Cream [6 Flavours],349,11:00 AM to 11:00 PM,menu,FALSE
68,416,Chocolate Milk Shake,149,11:00 AM to 11:00 PM,menu,FALSE
68,417,Vanilla Milk Shake,149,11:00 AM to 11:00 PM,menu,FALSE
68,418,Mango Milk Shake,169,11:00 AM to 11:00 PM,menu,FALSE
68,419,Butterscotch Milk Shake,169,11:00 AM to 11:00 PM,menu,FALSE
68,420,Chocolate Milk Shake With Ice Cream,169,11:00 AM to 11:00 PM,menu,FALSE
68,421,Butter Milk,49,11:00 AM to 11:00 PM,menu,FALSE
68,422,Fresh Lime Soda,59,11:00 AM to 11:00 PM,menu,FALSE
68,423,Salt/Sweet Lassi,79,11:00 AM to 11:00 PM,menu,FALSE
68,424,Blue Lagoon Mocktail,149,11:00 AM to 11:00 PM,menu,FALSE
68,425,Virgin Mint Mocktail,129,11:00 AM to 11:00 PM,menu,FALSE
68,426,Apple/Grape/Mosambi Juice,109,11:00 AM to 11:00 PM,menu,FALSE
68,427,Chicken Fried Rice,259,11:00 AM to 11:00 PM,menu,FALSE
68,428,Egg Fried Rice,229,11:00 AM to 11:00 PM,menu,FALSE
68,429,Mix Non Veg Fried Rice,329,11:00 AM to 11:00 PM,menu,FALSE
68,430,Mutton Fried Rice,329,11:00 AM to 11:00 PM,menu,FALSE
68,431,Prawns Fried Rice,329,11:00 AM to 11:00 PM,menu,FALSE
68,432,Vegetable Fried Rice,219,11:00 AM to 11:00 PM,menu,FALSE
68,433,Paneer Fried Rice,269,11:00 AM to 11:00 PM,menu,FALSE
68,434,Mushroom Fried Rice,269,11:00 AM to 11:00 PM,menu,FALSE
68,435,Chicken Soft Noodles,269,11:00 AM to 11:00 PM,menu,FALSE
68,436,Veg Soft Noodles,229,11:00 AM to 11:00 PM,menu,FALSE
68,437,Mixed Non Veg Noodles,299,11:00 AM to 11:00 PM,menu,FALSE
68,438,Veg Manchow Soup,139,11:00 AM to 11:00 PM,menu,FALSE
68,439,Hot And Sour Veg,139,11:00 AM to 11:00 PM,menu,FALSE
68,440,Chicken Manchow,159,11:00 AM to 11:00 PM,menu,FALSE
68,441,Mutton Soup,159,11:00 AM to 11:00 PM,menu,FALSE
68,442,Hot And Sour Chicken Soup,159,11:00 AM to 11:00 PM,menu,FALSE
69,443,Chicken Joint Biryani And Apollo Chicken,629,11:00 AM to 12:00 PM,menu,FALSE
69,444,Chicken Mughlai Biryani And Chicken Drums Of Heaven,659,11:00 AM to 12:00 PM,menu,FALSE
69,445,Hyderabadi Chicken Dum Biryani And Chicken Roast,549,11:00 AM to 12:00 PM,menu,FALSE
69,446,Hyderabadi Chicken Dum Biryani And Chilli Chicken,659,11:00 AM to 12:00 PM,menu,FALSE
69,447,Special Chicken Biryani With Chicken Lollipop [6 Pieces],659,11:00 AM to 12:00 PM,menu,FALSE
69,448,Cream Of Mushroom,139,11:00 AM to 12:00 PM,menu,FALSE
69,449,Cream Of Tomato,139,11:00 AM to 12:00 PM,menu,FALSE
69,450,Ginger Garlic Soup,139,11:00 AM to 12:00 PM,menu,FALSE
69,451,Hot And Sour Vegetable,139,11:00 AM to 12:00 PM,menu,FALSE
69,452,Sweet Corn Vegetable,139,11:00 AM to 12:00 PM,menu,FALSE
69,453,Veg Clear Soup,139,11:00 AM to 12:00 PM,menu,FALSE
69,454,Veg Manchow Soup,139,11:00 AM to 12:00 PM,menu,FALSE
69,455,Veg Tomyum Soup,129,11:00 AM to 12:00 PM,menu,FALSE
69,456,Chicken Clear Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,457,Chicken Manchow,159,11:00 AM to 12:00 PM,menu,FALSE
69,458,Chicken Noodles Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,459,Chicken Tomyum Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,460,Coriander Chicken Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,461,Garlic Chicken Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,462,Hot And Sour Chicken Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,463,Mutton Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,464,Sweet Corn Chicken Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,465,Thai Chicken Soup,159,11:00 AM to 12:00 PM,menu,FALSE
69,466,Aloo 65,239,11:00 AM to 12:00 PM,menu,FALSE
69,467,Baby Corn 65,249,11:00 AM to 12:00 PM,menu,FALSE
69,468,Baby Corn Manchurian,249,11:00 AM to 12:00 PM,menu,FALSE
69,469,Baby Corn Salt And Pepper,249,11:00 AM to 12:00 PM,menu,FALSE
69,470,Chilli Baby Corn,249,11:00 AM to 12:00 PM,menu,FALSE
69,471,Chilli Gobi,239,11:00 AM to 12:00 PM,menu,FALSE
69,472,Chilli Mushroom,289,11:00 AM to 12:00 PM,menu,FALSE
69,473,Chilli Paneer,289,11:00 AM to 12:00 PM,menu,FALSE
69,474,Gobhi Salt And Pepper,239,11:00 AM to 12:00 PM,menu,FALSE
69,475,Gobi 65,229,11:00 AM to 12:00 PM,menu,FALSE
69,476,Gobi Manchurian,229,11:00 AM to 12:00 PM,menu,FALSE
69,477,Kaju Salt And Pepper,269,11:00 AM to 12:00 PM,menu,FALSE
69,478,Mushroom Fry Semi Gravy,289,11:00 AM to 12:00 PM,menu,FALSE
69,479,Mushroom Manchurian,289,11:00 AM to 12:00 PM,menu,FALSE
69,480,Mushroom Pepper Fry,289,11:00 AM to 12:00 PM,menu,FALSE
69,481,Mushroom Roast,289,11:00 AM to 12:00 PM,menu,FALSE
69,482,Mushroom Salt And Pepper,289,11:00 AM to 12:00 PM,menu,FALSE
69,483,Paneer 65,289,11:00 AM to 12:00 PM,menu,FALSE
69,484,Paneer Fry [Semi Gravy],289,11:00 AM to 12:00 PM,menu,FALSE
69,485,Paneer Manchurian,289,11:00 AM to 12:00 PM,menu,FALSE
69,486,Paneer Salt And Pepper,289,11:00 AM to 12:00 PM,menu,FALSE
69,487,Veg 65,239,11:00 AM to 12:00 PM,menu,FALSE
69,488,Veg Manchurian,229,11:00 AM to 12:00 PM,menu,FALSE
69,489,Chicken Tikka,339,11:00 AM to 12:00 PM,menu,FALSE
69,490,Kalmi Kabab With Bone,289,11:00 AM to 12:00 PM,menu,FALSE
69,491,Reshmi Kabab,299,11:00 AM to 12:00 PM,menu,FALSE
69,492,Tandoori Chicken With Bone,349,11:00 AM to 12:00 PM,menu,FALSE
69,493,Tangdi Kabab With Bone,289,11:00 AM to 12:00 PM,menu,FALSE
69,494,Chilli Egg,199,11:00 AM to 12:00 PM,menu,FALSE
69,495,Egg 65,199,11:00 AM to 12:00 PM,menu,FALSE
69,496,Egg Burji,199,11:00 AM to 12:00 PM,menu,FALSE
69,497,Omelette,129,11:00 AM to 12:00 PM,menu,FALSE
69,498,AP Chicken Dry [Bone],309,11:00 AM to 12:00 PM,menu,FALSE
69,499,AP Mutton Dry [Bone],359,11:00 AM to 12:00 PM,menu,FALSE
69,500,AP Prawns Dry,399,11:00 AM to 12:00 PM,menu,FALSE
69,501,Apollo Chicken [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,502,Apollo Fish,349,11:00 AM to 12:00 PM,menu,FALSE
69,503,Boneless Chicken Fry,309,11:00 AM to 12:00 PM,menu,FALSE
69,504,Boneless Chicken Majestic,319,11:00 AM to 12:00 PM,menu,FALSE
69,505,Butter Garlic Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,506,Chicken 555,319,11:00 AM to 12:00 PM,menu,FALSE
69,507,Chicken 64 [750 Ml],369,11:00 AM to 12:00 PM,menu,FALSE
69,508,Chicken 65,309,11:00 AM to 12:00 PM,menu,FALSE
69,509,Chicken 88 With Bone,299,11:00 AM to 12:00 PM,menu,FALSE
69,510,Chicken Drums Of Heaven,359,11:00 AM to 12:00 PM,menu,FALSE
69,511,Chicken Drumstick Full Dry,359,11:00 AM to 12:00 PM,menu,FALSE
69,512,Chicken Finger,279,11:00 AM to 12:00 PM,menu,FALSE
69,513,Chicken Fry [Bone],279,11:00 AM to 12:00 PM,menu,FALSE
69,514,Chicken Kabab [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,515,Chicken Lollypop [Saucy] With Bone,349,11:00 AM to 12:00 PM,menu,FALSE
69,516,Chicken Maharaja [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,517,Chicken Manchurian,309,11:00 AM to 12:00 PM,menu,FALSE
69,518,Chicken Pepper Fry [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,519,Chicken Rayalaseema Dry [Boneless],289,11:00 AM to 12:00 PM,menu,FALSE
69,520,Chicken Roast [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,521,Chicken Roast [Bone],279,11:00 AM to 12:00 PM,menu,FALSE
69,522,Chicken Salt And Pepper,309,11:00 AM to 12:00 PM,menu,FALSE
69,523,Chilli Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,524,Chilli Fish,339,11:00 AM to 12:00 PM,menu,FALSE
69,525,Chilli Mutton,389,11:00 AM to 12:00 PM,menu,FALSE
69,526,Chilli Prawns,389,11:00 AM to 12:00 PM,menu,FALSE
69,527,Chinese Finger Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,528,Double Star Chicken With Bone,319,11:00 AM to 12:00 PM,menu,FALSE
69,529,Dragon Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,530,Finger Fish,349,11:00 AM to 12:00 PM,menu,FALSE
69,531,Fish 2000,329,11:00 AM to 12:00 PM,menu,FALSE
69,532,Fish Fry,349,11:00 AM to 12:00 PM,menu,FALSE
69,533,Fish Roast [Boneless],349,11:00 AM to 12:00 PM,menu,FALSE
69,534,Ginger Chicken Dry,309,11:00 AM to 12:00 PM,menu,FALSE
69,535,Ginger Mutton Dry,389,11:00 AM to 12:00 PM,menu,FALSE
69,536,Gongura Chicken Dry,309,11:00 AM to 12:00 PM,menu,FALSE
69,537,Gongura Mutton Dry,359,11:00 AM to 12:00 PM,menu,FALSE
69,538,Half Wings With Bone,359,11:00 AM to 12:00 PM,menu,FALSE
69,539,Hot Garlic Butter Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,540,Lemon Chicken [750 Ml],349,11:00 AM to 12:00 PM,menu,FALSE
69,541,Loose Prawns,399,11:00 AM to 12:00 PM,menu,FALSE
69,542,Mongolian Chicken Dry,269,11:00 AM to 12:00 PM,menu,FALSE
69,543,Mutton 65,399,11:00 AM to 12:00 PM,menu,FALSE
69,544,Mutton Fry [Bone],399,11:00 AM to 12:00 PM,menu,FALSE
69,545,Mutton Fry [Boneless],399,11:00 AM to 12:00 PM,menu,FALSE
69,546,Mutton Maharaja [Boneless],359,11:00 AM to 12:00 PM,menu,FALSE
69,547,Mutton Rayalaseema Dry,399,11:00 AM to 12:00 PM,menu,FALSE
69,548,Mutton Roast [Boneless],349,11:00 AM to 12:00 PM,menu,FALSE
69,549,Mutton Roast [Bone],399,11:00 AM to 12:00 PM,menu,FALSE
69,550,Mutton Salt And Pepper,389,11:00 AM to 12:00 PM,menu,FALSE
69,551,Prawns Fry,399,11:00 AM to 12:00 PM,menu,FALSE
69,552,Prawns Pepper Fry,349,11:00 AM to 12:00 PM,menu,FALSE
69,553,Prawns Pepper Roast,399,11:00 AM to 12:00 PM,menu,FALSE
69,554,Prawns Roast,399,11:00 AM to 12:00 PM,menu,FALSE
69,555,Red Pepper Chicken,309,11:00 AM to 12:00 PM,menu,FALSE
69,556,T9 Special Chicken Dry,329,11:00 AM to 12:00 PM,menu,FALSE
69,557,Thai Chicken Dry,309,11:00 AM to 12:00 PM,menu,FALSE
69,558,Aloo Gobi Masala,249,11:00 AM to 12:00 PM,menu,FALSE
69,559,Aloo Palak,249,11:00 AM to 12:00 PM,menu,FALSE
69,560,Aloo Paneer Curry,289,11:00 AM to 12:00 PM,menu,FALSE
69,561,Aloo Tomato Curry,249,11:00 AM to 12:00 PM,menu,FALSE
69,562,Baby Corn Masala,249,11:00 AM to 12:00 PM,menu,FALSE
69,563,Butter Mushroom Masala,289,11:00 AM to 12:00 PM,menu,FALSE
69,564,Capsicum Masala,249,11:00 AM to 12:00 PM,menu,FALSE
69,565,Dal Fry,199,11:00 AM to 12:00 PM,menu,FALSE
69,566,Dal Tadka,199,11:00 AM to 12:00 PM,menu,FALSE
69,567,Ginger Mushroom Curry,289,11:00 AM to 12:00 PM,menu,FALSE
69,568,Kadai Kaju Gobi Masala,289,11:00 AM to 12:00 PM,menu,FALSE
69,569,Kadai Mushroom,269,11:00 AM to 12:00 PM,menu,FALSE
69,570,Kadai Vegetable,249,11:00 AM to 12:00 PM,menu,FALSE
69,571,Kaju Masala [Serves 1],289,11:00 AM to 12:00 PM,menu,FALSE
69,572,Kaju Mushroom Curry,299,11:00 AM to 12:00 PM,menu,FALSE
69,573,Kaju Paneer Curry,299,11:00 AM to 12:00 PM,menu,FALSE
69,574,Kaju Tomato Curry,289,11:00 AM to 12:00 PM,menu,FALSE
69,575,Methi Chaman,289,11:00 AM to 12:00 PM,menu,FALSE
69,576,Mixed Veg Curry,249,11:00 AM to 12:00 PM,menu,FALSE
69,577,Mushroom Masala,289,11:00 AM to 12:00 PM,menu,FALSE
69,578,Palak Paneer,289,11:00 AM to 12:00 PM,menu,FALSE
69,579,Paneer Butter Masala,289,11:00 AM to 12:00 PM,menu,FALSE
69,580,Paneer Chatpata,289,11:00 AM to 12:00 PM,menu,FALSE
69,581,Paneer Hyderabadi,289,11:00 AM to 12:00 PM,menu,FALSE
69,582,Paneer Kadai,289,11:00 AM to 12:00 PM,menu,FALSE
69,583,Paneer Shahi Kurma,289,11:00 AM to 12:00 PM,menu,FALSE
69,584,Plain Palak,199,11:00 AM to 12:00 PM,menu,FALSE
69,585,Tomato Curry,249,11:00 AM to 12:00 PM,menu,FALSE
69,586,Veg Chatpata,249,11:00 AM to 12:00 PM,menu,FALSE
69,587,Veg Hyderabadi,249,11:00 AM to 12:00 PM,menu,FALSE
69,588,Veg Jaipuri,249,11:00 AM to 12:00 PM,menu,FALSE
69,589,Veg Kolhapuri,249,11:00 AM to 12:00 PM,menu,FALSE
69,590,AP Chicken Curry,289,11:00 AM to 12:00 PM,menu,FALSE
69,591,AP Mutton Curry [Bone],399,11:00 AM to 12:00 PM,menu,FALSE
69,592,Chicken Afghani With Bone,309,11:00 AM to 12:00 PM,menu,FALSE
69,593,Boneless Chicken Chettinad Curry,309,11:00 AM to 12:00 PM,menu,FALSE
69,594,Butter Chicken Masala,309,11:00 AM to 12:00 PM,menu,FALSE
69,595,Butter Prawns Masala,359,11:00 AM to 12:00 PM,menu,FALSE
69,596,Chicken Curry With Bone,279,11:00 AM to 12:00 PM,menu,FALSE
69,597,Chicken Hyderabadi With Bone,289,11:00 AM to 12:00 PM,menu,FALSE
69,598,Chicken Kolhapuri [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,599,Chicken Mughlai Curry,279,11:00 AM to 12:00 PM,menu,FALSE
69,600,Chicken Navabi [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,601,Chicken Rajadhani [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,602,Chicken Rayalaseema Curry [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,603,Chicken Tikka Masala [Boneless],329,11:00 AM to 12:00 PM,menu,FALSE
69,604,Egg Keema Curry,209,11:00 AM to 12:00 PM,menu,FALSE
69,605,Egg Masala,239,11:00 AM to 12:00 PM,menu,FALSE
69,606,Fish Masala [Boneless],349,11:00 AM to 12:00 PM,menu,FALSE
69,607,Ginger Chicken Curry,309,11:00 AM to 12:00 PM,menu,FALSE
69,608,Ginger Prawns Curry,399,11:00 AM to 12:00 PM,menu,FALSE
69,609,Gongora Chicken Curry With Bone,289,11:00 AM to 12:00 PM,menu,FALSE
69,610,Kadai Chicken With Bone,279,11:00 AM to 12:00 PM,menu,FALSE
69,611,Kadai Fish [Boneless],349,11:00 AM to 12:00 PM,menu,FALSE
69,612,Kadai Mutton [Bone],399,11:00 AM to 12:00 PM,menu,FALSE
69,613,Kadai Prawns Masala,399,11:00 AM to 12:00 PM,menu,FALSE
69,614,Kaju Chicken Curry [Boneless],319,11:00 AM to 12:00 PM,menu,FALSE
69,615,Methi Chicken Curry [Boneless],309,11:00 AM to 12:00 PM,menu,FALSE
69,616,Mutton Curry With Bone,399,11:00 AM to 12:00 PM,menu,FALSE
69,617,Mutton Keema Curry,399,11:00 AM to 12:00 PM,menu,FALSE
69,618,Mutton Keema Fry,399,11:00 AM to 12:00 PM,menu,FALSE
69,619,Mutton Masala [Boneless],399,11:00 AM to 12:00 PM,menu,FALSE
69,620,Mutton Rayalaseema Curry [Boneless],399,11:00 AM to 12:00 PM,menu,FALSE
69,621,Mutton Roganjosh [Bone],399,11:00 AM to 12:00 PM,menu,FALSE
69,622,Prawns Masala,399,11:00 AM to 12:00 PM,menu,FALSE
69,623,Punjabi Chicken With Bone,289,11:00 AM to 12:00 PM,menu,FALSE
69,624,Tandoori Chicken Masala,329,11:00 AM to 12:00 PM,menu,FALSE
69,625,Tomato Egg Curry,239,11:00 AM to 12:00 PM,menu,FALSE
69,626,Aloo Porota,64,11:00 AM to 12:00 PM,menu,FALSE
69,627,Butter Kulcha,54,11:00 AM to 12:00 PM,menu,FALSE
69,628,1 Butter Naan,55,11:00 AM to 12:00 PM,menu,FALSE
69,629,1 Butter Roti,49,11:00 AM to 12:00 PM,menu,FALSE
69,630,1 Garlic Naan,64,11:00 AM to 12:00 PM,menu,FALSE
69,631,Keema Naan,99,11:00 AM to 12:00 PM,menu,FALSE
69,632,Kulcha,44,11:00 AM to 12:00 PM,menu,FALSE
69,633,Methi Porota,69,11:00 AM to 12:00 PM,menu,FALSE
69,634,1 Plain Naan,49,11:00 AM to 12:00 PM,menu,FALSE
69,635,1 Roti,44,11:00 AM to 12:00 PM,menu,FALSE
69,636,Stuffed Naan,79,11:00 AM to 12:00 PM,menu,FALSE
69,637,Tandoori Porota,65,11:00 AM to 12:00 PM,menu,FALSE
69,638,Curd Rice,139,11:00 AM to 12:00 PM,menu,FALSE
69,639,Dal Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,640,Guttivankaya Biryani,249,11:00 AM to 12:00 PM,menu,FALSE
69,641,Mushroom Biryani,269,11:00 AM to 12:00 PM,menu,FALSE
69,642,Special Paneer Biryani,299,11:00 AM to 12:00 PM,menu,FALSE
69,643,Ulavacharu Veg Biryani,289,11:00 AM to 12:00 PM,menu,FALSE
69,644,Veg Biryani,249,11:00 AM to 12:00 PM,menu,FALSE
69,645,Veg Pulao,249,11:00 AM to 12:00 PM,menu,FALSE
69,646,Avakai Chicken Biryani [1000 Ml],319,11:00 AM to 12:00 PM,menu,FALSE
69,647,Avakai Mutton Biryani [1000 Ml],359,11:00 AM to 12:00 PM,menu,FALSE
69,648,Avakai Prawns Biryani [1 Litre],359,11:00 AM to 12:00 PM,menu,FALSE
69,649,Chicken Fry Piece Biryani,319,11:00 AM to 12:00 PM,menu,FALSE
69,650,yes,369,11:00 AM to 12:00 PM,menu,FALSE
69,651,Chicken Keema Biryani,359,11:00 AM to 12:00 PM,menu,FALSE
69,652,Chicken Lollipop Biryani,329,11:00 AM to 12:00 PM,menu,FALSE
69,653,Chicken Tikka Biryani,339,11:00 AM to 12:00 PM,menu,FALSE
69,654,Double Masala Hyderabadi Chicken Biryani,299,11:00 AM to 12:00 PM,menu,FALSE
69,655,Egg Biryani,249,11:00 AM to 12:00 PM,menu,FALSE
69,656,Gongura Chicken Biryani [1000 Ml],319,11:00 AM to 12:00 PM,menu,FALSE
69,657,Gongura Mutton Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,658,Hyderabadi Chicken Dum Biryani [1000 Ml],299,11:00 AM to 12:00 PM,menu,FALSE
69,659,Hyderabadi Mutton Dum Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,660,Mixed Mughlai Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,661,Mughlai Chicken Biryani [1000 Ml],349,11:00 AM to 12:00 PM,menu,FALSE
69,662,Mughlai Mutton Biryani [1000 Ml],399,11:00 AM to 12:00 PM,menu,FALSE
69,663,Mughlai Prawns Biryani [1000 Ml],399,11:00 AM to 12:00 PM,menu,FALSE
69,664,yes,399,11:00 AM to 12:00 PM,menu,FALSE
69,665,Mutton Keema Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,666,Prawns Fry Piece Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,667,Special Chicken Biryani,339,11:00 AM to 12:00 PM,menu,FALSE
69,668,Special Fish Biryani [1000 Ml],359,11:00 AM to 12:00 PM,menu,FALSE
69,669,Special Mutton Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,670,Special Prawns Biriyani,399,11:00 AM to 12:00 PM,menu,FALSE
69,671,Tandoori Chicken Biryani,329,11:00 AM to 12:00 PM,menu,FALSE
69,672,Ulavacharu Chicken Biryani,349,11:00 AM to 12:00 PM,menu,TRUE
69,673,Ulavacharu Mutton Biryani,399,11:00 AM to 12:00 PM,menu,FALSE
69,674,Bucket Mutton Biryani [Serves 6-8],"1,699.00",11:00 AM to 12:00 PM,menu,FALSE
69,675,Family Pack Fry Piece Chicken Biryani,"1,149.00",11:00 AM to 12:00 PM,menu,FALSE
69,676,Family Pack Mutton Fry Piece Biryani,"1,299.00",11:00 AM to 12:00 PM,menu,FALSE
69,677,Family Pack Special Mutton Biryani,"1,349.00",11:00 AM to 12:00 PM,menu,FALSE
69,678,Family Pack Veg Biryani,799,11:00 AM to 12:00 PM,menu,FALSE
69,679,Mutton Family Pack Biryani [Serves 4],"1,299.00",11:00 AM to 12:00 PM,menu,FALSE
69,680,Baby Corn Fried Rice,249,11:00 AM to 12:00 PM,menu,FALSE
69,681,Ghee Fried Rice,229,11:00 AM to 12:00 PM,menu,FALSE
69,682,Gobi Fried Rice,229,11:00 AM to 12:00 PM,menu,FALSE
69,683,Jeera Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,684,Kaju Fried Rice,269,11:00 AM to 12:00 PM,menu,FALSE
69,685,Kaju Paneer Fried Rice,279,11:00 AM to 12:00 PM,menu,FALSE
69,686,Mix Veg Fried Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,687,Mushroom Fried Rice,269,11:00 AM to 12:00 PM,menu,FALSE
69,688,Paneer Fried Rice,269,11:00 AM to 12:00 PM,menu,FALSE
69,689,Thai Veg Fried Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,690,Vegetable Fried Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,691,Chicken Fried Rice,259,11:00 AM to 12:00 PM,menu,FALSE
69,692,Egg Fried Rice,219,11:00 AM to 12:00 PM,menu,FALSE
69,693,Kaju Chicken Fried Rice,309,11:00 AM to 12:00 PM,menu,FALSE
